MNIST-1617224843,1617224846.394,0.99,0.0013,0.97,0.0025
MNIST-1617224843,1617224846.401,0.97,0.0041,0.88,0.0146
MNIST-1617224843,1617224846.407,0.99,0.0034,0.97,0.0045
MNIST-1617224843,1617224846.413,0.93,0.0086,1.0,0.0029
MNIST-1617224843,1617224846.418,0.91,0.0091,1.0,0.0017
MNIST-1617224843,1617224846.424,0.92,0.009,0.97,0.0077
MNIST-1617224843,1617224846.43,0.95,0.0054,1.0,0.0015
MNIST-1617224843,1617224846.436,0.98,0.0045,1.0,0.0002
MNIST-1617224843,1617224846.443,0.95,0.0079,0.88,0.0189
MNIST-1617224843,1617224846.449,0.98,0.0036,0.97,0.0037
MNIST-1617224843,1617224846.455,0.95,0.0069,0.97,0.0038
MNIST-1617224843,1617224846.461,0.95,0.0067,0.91,0.0137
MNIST-1617224843,1617224846.468,0.98,0.0023,0.97,0.0051
MNIST-1617224843,1617224846.474,0.97,0.0039,0.97,0.0053
MNIST-1617224843,1617224846.48,0.98,0.003,0.97,0.004
MNIST-1617224843,1617224846.486,0.96,0.0062,0.94,0.0067
MNIST-1617224843,1617224846.492,0.96,0.005,1.0,0.0007
MNIST-1617224843,1617224846.498,1.0,0.0015,0.94,0.0106
MNIST-1617224843,1617224846.506,0.96,0.0063,1.0,0.0018
MNIST-1617224843,1617224846.512,0.98,0.0045,0.97,0.0044
MNIST-1617224843,1617224846.519,0.96,0.008,0.94,0.0086
MNIST-1617224843,1617224846.527,0.95,0.0078,1.0,0.0006
MNIST-1617224843,1617224846.534,0.98,0.0041,1.0,0.0006
MNIST-1617224843,1617224846.541,0.98,0.0027,0.94,0.011
MNIST-1617224843,1617224846.547,0.97,0.0053,1.0,0.0019
MNIST-1617224843,1617224846.555,0.96,0.0039,1.0,0.0002
MNIST-1617224843,1617224846.561,0.99,0.0021,0.97,0.0065
MNIST-1617224843,1617224846.568,0.99,0.0015,1.0,0.001
MNIST-1617224843,1617224846.575,0.99,0.0025,1.0,0.0019
MNIST-1617224843,1617224846.581,0.96,0.0053,0.91,0.0107
MNIST-1617224843,1617224846.587,0.95,0.0077,1.0,0.0019
MNIST-1617224843,1617224846.593,0.94,0.0093,0.94,0.0086
MNIST-1617224843,1617224846.599,0.93,0.0106,1.0,0.0008
MNIST-1617224843,1617224846.606,0.98,0.0028,1.0,0.0054
MNIST-1617224843,1617224846.612,0.98,0.0039,0.94,0.004
MNIST-1617224843,1617224846.618,0.95,0.0074,0.91,0.0146
MNIST-1617224843,1617224846.624,0.94,0.0079,0.94,0.0063
MNIST-1617224843,1617224846.631,0.97,0.0048,1.0,0.0
MNIST-1617224843,1617224846.637,0.98,0.0036,1.0,0.0006
MNIST-1617224843,1617224846.644,1.0,0.0004,0.97,0.0053
MNIST-1617224843,1617224846.65,0.99,0.0018,0.97,0.0048
MNIST-1617224843,1617224846.657,0.98,0.0025,0.97,0.0037
MNIST-1617224843,1617224846.663,1.0,0.001,0.97,0.0045
MNIST-1617224843,1617224846.669,0.98,0.0032,1.0,0.0001
MNIST-1617224843,1617224846.675,0.99,0.0023,1.0,0.0019
MNIST-1617224843,1617224846.681,0.99,0.0024,0.97,0.0044
MNIST-1617224843,1617224846.687,0.93,0.0075,0.97,0.0064
MNIST-1617224843,1617224846.693,0.96,0.0061,1.0,0.0029
MNIST-1617224843,1617224846.699,0.99,0.0028,1.0,0.0016
MNIST-1617224843,1617224846.706,0.99,0.003,1.0,0.0043
MNIST-1617224843,1617224846.713,0.98,0.004,0.97,0.0061
MNIST-1617224843,1617224846.719,0.97,0.0058,0.97,0.005
MNIST-1617224843,1617224846.727,0.97,0.007,0.94,0.0071
MNIST-1617224843,1617224846.733,0.96,0.0071,1.0,0.0003
MNIST-1617224843,1617224846.739,0.97,0.0037,1.0,0.002
MNIST-1617224843,1617224846.746,0.99,0.0027,0.97,0.0045
MNIST-1617224843,1617224846.752,0.98,0.0038,0.97,0.0047
MNIST-1617224843,1617224846.759,0.97,0.0054,0.97,0.005
MNIST-1617224843,1617224846.765,0.99,0.002,1.0,0.0001
MNIST-1617224843,1617224846.771,0.98,0.0028,0.97,0.0045
MNIST-1617224843,1617224846.777,0.97,0.0048,1.0,0.0001
MNIST-1617224843,1617224846.783,0.99,0.0026,1.0,0.0009
MNIST-1617224843,1617224846.789,0.99,0.002,0.97,0.0026
MNIST-1617224843,1617224846.796,0.98,0.0032,1.0,0.0
MNIST-1617224843,1617224846.803,1.0,0.0002,0.97,0.0032
